no	date	place	latitude	longitude	deep	mag	intensity	name
32	2018/02/26 01:28:39.7	福島県沖	37°32.2′N	141°45.7′E	40km	Ｍ5.8	４
33	2018/02/19 03:31:36.5	豊後水道	32°54.2′N	132°09.7′E	40km	Ｍ5.0	４
34	2018/02/13 14:39:44.6	長野県南部	35°51.9′N	137°35.6′E	6km	Ｍ4.1	４
35	2018/01/24 19:51:19.5	青森県東方沖	41°00.5′N	142°26.8′E	34km	Ｍ6.3	４
36	2018/01/14 18:07:33.1	浦河沖	41°56.2′N	143°02.8′E	41km	Ｍ4.7	４
37	2018/01/06 00:54:13.9	東京湾	35°38.6′N	140°01.3′E	71km	Ｍ4.7	４
1	2017/12/16 02:58:43.9	岩手県沖	39°41.1′N	142°05.6′E	52km	Ｍ5.5	４
2	2017/12/06 00:13:49.3	長野県中部	36°22.6′N	137°58.3′E	10km	Ｍ5.3	４
3	2017/12/02 00:12:29.9	茨城県南部	36°03.1′N	139°53.4′E	43km	Ｍ4.4	４
4	2017/11/17 10:02:47.3	福島県沖	37°10.9′N	141°22.9′E	48km	Ｍ4.8	４
5	2017/11/11 01:38:20.6	宮城県沖	38°22.0′N	141°50.2′E	59km	Ｍ4.7	４
6	2017/11/03 12:45:12.9	十勝沖	42°33.8′N	143°44.9′E	66km	Ｍ5.0	４
7	2017/11/01 00:46:11.4	鹿児島湾	31°23.9′N	130°36.8′E	9km	Ｍ3.8	４
8	2017/10/06 23:56:40.7	福島県沖	37°05.2′N	141°09.3′E	53km	Ｍ5.9	５弱
9	2017/09/27 05:22:11.2	岩手県沖	40°16.0′N	142°27.3′E	35km	Ｍ6.1	４
10	2017/09/10 17:44:24.0	浦河沖	41°45.5′N	142°52.6′E	43km	Ｍ5.6	４
11	2017/09/09 11:42:09.6	秋田県内陸南部	39°31.3′N	140°25.4′E	9km	Ｍ3.4	４
12	2017/09/08 22:23:18.1	秋田県内陸南部	39°30.0′N	140°25.1′E	9km	Ｍ5.2	５強
13	2017/09/08 14:20:10.9	熊本県熊本地方	32°43.4′N	130°40.4′E	14km	Ｍ4.1	４
14	2017/08/24 14:34:38.6	鹿児島湾	31°22.6′N	130°36.7′E	7km	Ｍ4.4	４
15	2017/08/02 07:15:56.8	茨城県南部	36°07.2′N	140°01.3′E	48km	Ｍ4.6	４
16	2017/08/02 02:02:07.5	茨城県北部	36°48.2′N	140°32.1′E	9km	Ｍ5.5	４
17	2017/07/20 09:11:24.2	福島県沖	37°20.4′N	141°35.2′E	46km	Ｍ5.8	４
18	2017/07/11 11:56:35.4	鹿児島湾	31°23.0′N	130°37.2′E	10km	Ｍ5.3	５強
19	2017/07/07 21:48:35.8	福島県沖	37°45.7′N	141°05.3′E	66km	Ｍ4.9	４
20	2017/07/02 00:58:22.7	熊本県阿蘇地方	33°00.2′N	131°14.2′E	11km	Ｍ4.5	５弱
21	2017/07/01 23:45:52.9	胆振地方中東部	42°47.2′N	141°51.5′E	27km	Ｍ5.1	５弱
22	2017/06/25 15:17:14.6	長野県南部	35°51.4′N	137°35.0′E	7km	Ｍ4.7	４
23	2017/06/25 09:24:05.4	長野県南部	35°51.8′N	137°34.0′E	6km	Ｍ4.5	４
24	2017/06/25 07:02:15.3	長野県南部	35°52.0′N	137°35.1′E	7km	Ｍ5.6	５強
25	2017/06/20 23:27:41.4	豊後水道	32°52.0′N	132°01.8′E	42km	Ｍ5.0	５強
26	2017/06/09 23:36:23.7	橘湾	32°43.0′N	130°01.6′E	16km	Ｍ4.3	４
27	2017/05/11 20:21:25.1	有明海	32°44.0′N	130°36.2′E	13km	Ｍ4.4	４
28	2017/05/04 14:22:25.3	熊本県熊本地方	32°40.9′N	130°45.3′E	11km	Ｍ4.1	４
29	2017/04/30 23:42:35.9	十勝地方南部	42°19.3′N	143°04.2′E	53km	Ｍ5.4	４
30	2017/04/20 04:46:07.6	茨城県北部	36°41.7′N	140°35.4′E	9km	Ｍ4.2	４
31	2017/04/20 02:13:41.7	茨城県北部	36°42.1′N	140°38.5′E	6km	Ｍ4.5	４
32	2017/03/12 04:57:47.6	福島県沖	37°30.7′N	141°32.5′E	46km	Ｍ5.4	４
33	2017/03/02 23:53:42.6	日向灘	32°38.7′N	132°07.9′E	37km	Ｍ5.3	４
34	2017/02/28 16:49:02.0	福島県沖	37°30.8′N	141°22.0′E	52km	Ｍ5.7	５弱
35	2017/02/27 00:03:33.2	福島県沖	37°04.0′N	141°10.8′E	50km	Ｍ4.9	４
36	2017/02/19 18:19:29.8	千葉県北東部	35°43.8′N	140°39.8′E	52km	Ｍ5.4	４
37	2017/01/18 17:19:25.8	茨城県沖	36°25.7′N	140°38.5′E	53km	Ｍ4.2	４
38	2017/01/11 19:11:15.4	熊本県熊本地方	32°54.1′N	130°51.4′E	9km	Ｍ3.4	４
39	2017/01/05 02:53:20.5	福島県沖	37°07.3′N	141°21.5′E	26km	Ｍ5.6	４
40	2017/01/05 00:43:59.1	福島県沖	36°51.7′N	140°58.7′E	56km	Ｍ5.3	４
1	2016/12/31 05:08:27.6	福島県沖	37°21.3′N	141°24.5′E	27km	Ｍ5.4	４
2	2016/12/28 21:53:11.9	茨城県北部	36°42.6′N	140°38.1′E	6km	Ｍ4.7	４
3	2016/12/28 21:38:49.0	茨城県北部	36°43.2′N	140°34.4′E	11km	Ｍ6.3	６弱
4	2016/12/24 08:17:39.5	トカラ列島近海	29°14.0′N	129°07.9′E	12km	Ｍ3.0	４
5	2016/12/24 08:16:11.2	トカラ列島近海	29°12.0′N	129°16.4′E	14km	Ｍ3.5	４
6	2016/11/25 17:22:49.3	留萌地方中北部	44°50.1′N	141°50.8′E	27km	Ｍ4.6	４
7	2016/11/24 06:23:36.3	福島県沖	37°10.4′N	141°20.7′E	24km	Ｍ6.2	４
8	2016/11/22 23:03:57.8	福島県沖	37°10.7′N	141°26.6′E	28km	Ｍ5.7	４
9	2016/11/22 05:59:46.8	福島県沖	37°21.2′N	141°36.2′E	25km	Ｍ7.4	５弱
10	2016/11/19 11:48:01.4	和歌山県南部	33°50.5′N	135°27.8′E	51km	Ｍ5.4	４
11	2016/11/12 06:43:00.7	宮城県沖	38°27.8′N	141°36.4′E	58km	Ｍ5.9	４
12	2016/11/11 10:12:49.2	熊本県熊本地方	32°44.1′N	130°39.9′E	12km	Ｍ4.2	４
13	2016/10/29 13:43:37.7	鳥取県中部	35°23.2′N	133°53.5′E	7km	Ｍ4.5	４
14	2016/10/22 03:33:46.4	大分県南部	32°47.1′N	131°56.1′E	55km	Ｍ4.4	４
15	2016/10/21 17:59:47.8	鳥取県中部	35°25.8′N	133°49.9′E	9km	Ｍ4.3	４
16	2016/10/21 16:52:46.4	鳥取県中部	35°24.6′N	133°50.6′E	6km	Ｍ4.1	４
17	2016/10/21 14:53:17.5	鳥取県中部	35°21.6′N	133°52.0′E	9km	Ｍ5.0	４
18	2016/10/21 14:46:23.2	鳥取県中部	35°26.5′N	133°49.9′E	9km	Ｍ3.8	４
19	2016/10/21 14:33:58.3	鳥取県中部	35°24.7′N	133°50.2′E	5km	Ｍ4.4	４
20	2016/10/21 14:30:05.9	鳥取県中部	35°25.1′N	133°50.1′E	10km	Ｍ4.4	４
21	2016/10/21 14:08:31.3	鳥取県中部	35°24.6′N	133°50.2′E	7km	Ｍ3.7	４
22	2016/10/21 14:07:22.5	鳥取県中部	35°22.8′N	133°51.3′E	11km	Ｍ6.6	６弱
23	2016/10/21 12:12:23.0	鳥取県中部	35°22.8′N	133°51.2′E	10km	Ｍ4.2	４
24	2016/10/20 11:49:53.6	千葉県北東部	35°51.7′N	140°31.4′E	37km	Ｍ5.3	４
25	2016/10/16 16:37:04.8	宮城県中部	38°19.4′N	141°31.6′E	20km	Ｍ5.2	４
26	2016/09/26 14:19:57.5	沖縄本島近海	27°25.7′N	128°37.2′E	44km	Ｍ5.6	５弱
27	2016/09/26 14:13:24.6	浦河沖	41°39.1′N	142°59.6′E	29km	Ｍ5.4	４
28	2016/09/07 13:28:50.0	茨城県南部	36°10.0′N	140°02.1′E	50km	Ｍ4.9	４
29	2016/09/07 01:56:01.1	熊本県熊本地方	32°44.2′N	130°37.8′E	13km	Ｍ3.9	４
30	2016/09/01 06:33:49.5	熊本県熊本地方	32°43.6′N	130°37.0′E	12km	Ｍ4.8	４
31	2016/08/31 19:46:02.7	熊本県熊本地方	32°43.3′N	130°37.0′E	13km	Ｍ5.2	５弱
32	2016/08/19 21:07:41.9	茨城県沖	36°33.6′N	141°07.9′E	48km	Ｍ5.4	４
33	2016/08/19 11:05:17.1	熊本県阿蘇地方	33°01.0′N	131°05.8′E	9km	Ｍ4.4	４
34	2016/08/15 16:04:40.2	福島県沖	37°22.7′N	141°44.9′E	47km	Ｍ5.6	４
35	2016/08/09 22:48:59.3	熊本県熊本地方	32°43.7′N	130°48.2′E	5km	Ｍ3.8	４
36	2016/07/27 23:47:17.0	茨城県北部	36°27.0′N	140°36.8′E	57km	Ｍ5.4	５弱
37	2016/07/24 11:51:21.3	十勝地方中部	42°52.4′N	143°10.4′E	96km	Ｍ4.9	４
38	2016/07/20 07:25:33.0	茨城県南部	36°01.2′N	139°56.9′E	42km	Ｍ5.0	４
39	2016/07/19 12:57:50.3	千葉県北東部	35°24.9′N	140°21.1′E	33km	Ｍ5.2	４
40	2016/07/17 13:24:02.8	茨城県南部	36°02.3′N	139°55.7′E	42km	Ｍ5.0	４
41	2016/07/09 18:05:18.8	有明海	32°44.0′N	130°36.1′E	12km	Ｍ4.5	４
42	2016/06/29 23:14:27.6	熊本県熊本地方	32°49.7′N	130°53.6′E	8km	Ｍ3.9	４
43	2016/06/25 13:51:57.3	新潟県上越地方	36°49.0′N	137°49.9′E	0km	Ｍ4.8	４
44	2016/06/22 05:38:37.1	熊本県熊本地方	32°41.6′N	130°42.6′E	11km	Ｍ3.9	４
45	2016/06/21 00:10:08.5	内浦湾	41°55.4′N	140°59.6′E	10km	Ｍ4.2	４
46	2016/06/18 20:46:55.2	熊本県熊本地方	32°41.4′N	130°42.4′E	10km	Ｍ4.6	４
47	2016/06/16 14:21:28.2	内浦湾	41°56.9′N	140°59.2′E	11km	Ｍ5.3	６弱
48	2016/06/13 15:54:18.4	熊本県熊本地方	32°26.6′N	130°40.9′E	7km	Ｍ4.1	４
49	2016/06/12 22:08:15.0	熊本県熊本地方	32°26.9′N	130°40.8′E	7km	Ｍ4.3	５弱
50	2016/06/12 07:54:23.5	茨城県南部	35°59.8′N	139°55.9′E	40km	Ｍ4.8	４
51	2016/05/24 18:48:04.1	岩手県沖	40°04.4′N	142°07.3′E	48km	Ｍ4.4	４
52	2016/05/16 21:23:02.2	茨城県南部	36°02.0′N	139°53.2′E	42km	Ｍ5.5	５弱
53	2016/05/13 01:03:18.1	熊本県熊本地方	32°42.3′N	130°40.0′E	13km	Ｍ4.1	４
54	2016/05/12 17:04:25.9	熊本県熊本地方	32°41.8′N	130°39.9′E	13km	Ｍ4.1	４
55	2016/05/05 19:46:37.9	熊本県阿蘇地方	32°59.1′N	131°06.5′E	11km	Ｍ3.9	４
56	2016/05/05 10:40:12.8	熊本県阿蘇地方	32°59.5′N	131°07.3′E	11km	Ｍ4.9	４
57	2016/05/05 10:31:30.4	熊本県阿蘇地方	33°00.0′N	131°08.0′E	11km	Ｍ4.6	４
58	2016/05/04 22:24:17.1	熊本県熊本地方	32°36.6′N	130°43.1′E	5km	Ｍ3.5	４
59	2016/05/04 19:20:04.3	熊本県熊本地方	32°48.8′N	130°49.3′E	8km	Ｍ4.0	４
60	2016/05/04 07:52:04.7	熊本県熊本地方	32°36.7′N	130°43.2′E	5km	Ｍ4.0	４
1	2016/04/29 15:09:34.3	大分県中部	33°15.4′N	131°22.0′E	7km	Ｍ4.5	５強
2	2016/04/28 15:30:51.4	有明海	32°45.0′N	130°32.4′E	9km	Ｍ4.8	４
3	2016/04/28 12:56:32.5	熊本県熊本地方	32°39.3′N	130°41.7′E	9km	Ｍ3.7	４
4	2016/04/28 02:38:05.1	熊本県熊本地方	32°35.2′N	130°40.0′E	10km	Ｍ4.1	４
5	2016/04/25 00:44:07.4	熊本県熊本地方	32°39.5′N	130°40.5′E	11km	Ｍ4.5	４
6	2016/04/24 22:27:39.6	トカラ列島近海	29°37.1′N	129°45.3′E	8km	Ｍ4.2	４
7	2016/04/22 18:28:25.9	熊本県熊本地方	32°42.6′N	130°42.6′E	13km	Ｍ3.6	４
8	2016/04/21 18:43:57.3	熊本県阿蘇地方	33°00.4′N	131°13.9′E	11km	Ｍ4.2	４
9	2016/04/21 05:16:51.3	大分県中部	33°18.9′N	131°29.2′E	5km	Ｍ3.8	４
10	2016/04/20 14:27:43.8	大分県中部	33°18.1′N	131°28.9′E	8km	Ｍ3.9	４
11	2016/04/19 20:47:03.3	熊本県熊本地方	32°34.3′N	130°39.1′E	11km	Ｍ5.0	５弱
12	2016/04/19 17:52:13.6	熊本県熊本地方	32°32.1′N	130°38.1′E	10km	Ｍ5.5	５強
13	2016/04/19 06:20:01.1	熊本県阿蘇地方	33°00.8′N	131°11.0′E	7km	Ｍ4.1	４
14	2016/04/19 01:53:39.5	熊本県熊本地方	32°42.5′N	130°42.2′E	15km	Ｍ3.8	４
15	2016/04/18 21:18:25.6	熊本県熊本地方	32°40.8′N	130°42.7′E	11km	Ｍ3.9	４
16	2016/04/18 20:41:57.9	熊本県阿蘇地方	33°00.1′N	131°11.9′E	9km	Ｍ5.8	５強
17	2016/04/18 08:35:43.0	熊本県熊本地方	32°52.1′N	130°52.4′E	10km	Ｍ4.2	４
18	2016/04/18 05:39:49.8	熊本県熊本地方	32°37.7′N	130°45.1′E	3km	Ｍ3.1	４
19	2016/04/18 04:44:27.4	熊本県熊本地方	32°41.0′N	130°42.3′E	11km	Ｍ3.7	４
20	2016/04/17 22:56:34.7	熊本県熊本地方	32°38.7′N	130°43.1′E	7km	Ｍ3.8	４
21	2016/04/17 19:23:41.2	熊本県熊本地方	32°40.6′N	130°43.2′E	11km	Ｍ4.4	４
22	2016/04/17 13:13:58.0	熊本県阿蘇地方	32°58.3′N	131°05.9′E	6km	Ｍ4.4	４
23	2016/04/17 11:51:35.1	熊本県熊本地方	32°38.0′N	130°43.7′E	5km	Ｍ3.4	４
24	2016/04/17 09:58:48.0	熊本県熊本地方	32°40.7′N	130°46.2′E	10km	Ｍ3.8	４
25	2016/04/17 09:40:36.5	熊本県熊本地方	32°36.4′N	130°43.1′E	4km	Ｍ3.9	４
26	2016/04/17 04:46:49.0	熊本県熊本地方	32°41.2′N	130°46.5′E	10km	Ｍ4.5	４
27	2016/04/17 03:30:20.4	熊本県阿蘇地方	33°01.1′N	131°10.9′E	7km	Ｍ4.0	４
28	2016/04/17 00:59:25.8	熊本県阿蘇地方	33°00.7′N	131°12.1′E	9km	Ｍ3.9	４
29	2016/04/17 00:23:27.7	熊本県熊本地方	32°38.7′N	130°43.0′E	4km	Ｍ3.2	４
30	2016/04/17 00:14:51.6	熊本県阿蘇地方	32°57.7′N	131°04.7′E	9km	Ｍ4.8	４
31	2016/04/16 23:54:28.9	熊本県阿蘇地方	33°02.3′N	131°11.9′E	8km	Ｍ4.2	４
32	2016/04/16 22:05:58.7	熊本県熊本地方	32°52.2′N	130°49.7′E	15km	Ｍ3.7	４
33	2016/04/16 21:05:06.2	熊本県熊本地方	32°45.1′N	130°45.3′E	18km	Ｍ4.4	４
34	2016/04/16 18:25:10.7	熊本県熊本地方	32°39.1′N	130°43.3′E	10km	Ｍ4.0	４
35	2016/04/16 17:40:20.1	熊本県熊本地方	32°42.0′N	130°42.2′E	12km	Ｍ4.2	４
36	2016/04/16 17:17:49.3	熊本県熊本地方	32°51.3′N	130°51.6′E	11km	Ｍ3.5	４
37	2016/04/16 16:02:01.0	熊本県熊本地方	32°41.9′N	130°43.2′E	12km	Ｍ5.4	５弱
38	2016/04/16 14:27:04.0	熊本県熊本地方	32°39.0′N	130°44.5′E	8km	Ｍ4.6	４
39	2016/04/16 14:03:56.9	熊本県阿蘇地方	33°00.4′N	131°13.1′E	9km	Ｍ4.6	４
40	2016/04/16 13:17:11.8	熊本県熊本地方	32°48.2′N	130°44.1′E	9km	Ｍ3.6	４
41	2016/04/16 11:02:51.7	熊本県熊本地方	32°45.5′N	130°46.6′E	15km	Ｍ4.4	４
42	2016/04/16 10:38:53.1	熊本県熊本地方	32°38.9′N	130°43.9′E	10km	Ｍ4.5	４
43	2016/04/16 09:58:10.8	熊本県熊本地方	32°38.0′N	130°43.0′E	6km	Ｍ3.5	４
44	2016/04/16 09:50:06.2	熊本県熊本地方	32°51.1′N	130°49.7′E	15km	Ｍ4.5	５弱
45	2016/04/16 09:48:32.6	熊本県熊本地方	32°50.8′N	130°50.1′E	16km	Ｍ5.4	６弱
46	2016/04/16 09:18:25.5	熊本県阿蘇地方	32°59.7′N	131°06.6′E	9km	Ｍ3.9	４
47	2016/04/16 09:16:28.3	熊本県熊本地方	32°32.7′N	130°39.1′E	7km	Ｍ4.5	４
48	2016/04/16 08:27:00.0	大分県中部	33°16.9′N	131°23.4′E	7km	Ｍ3.7	４
49	2016/04/16 08:20:41.5	熊本県熊本地方	32°42.0′N	130°40.7′E	12km	Ｍ4.6	４
50	2016/04/16 08:08:50.6	熊本県熊本地方	32°51.3′N	130°51.0′E	11km	Ｍ3.9	４
51	2016/04/16 08:02:48.3	熊本県熊本地方	32°39.8′N	130°43.2′E	10km	Ｍ3.8	４
52	2016/04/16 07:57:21.3	熊本県熊本地方	32°37.8′N	130°44.1′E	5km	Ｍ3.9	４
53	2016/04/16 07:42:33.2	熊本県熊本地方	32°46.5′N	130°44.5′E	11km	Ｍ4.2	４
54	2016/04/16 07:23:54.3	熊本県熊本地方	32°47.2′N	130°46.4′E	12km	Ｍ4.8	５弱
55	2016/04/16 07:11:37.4	大分県中部	33°16.2′N	131°23.7′E	6km	Ｍ5.4	５弱
56	2016/04/16 06:11:28.0	熊本県阿蘇地方	33°03.9′N	131°08.7′E	12km	Ｍ4.1	４
57	2016/04/16 05:34:13.5	熊本県熊本地方	32°32.5′N	130°42.6′E	6km	Ｍ4.2	４
58	2016/04/16 05:22:37.0	熊本県熊本地方	32°39.8′N	130°43.3′E	8km	Ｍ3.3	４
59	2016/04/16 04:51:24.5	熊本県熊本地方	32°45.2′N	130°45.1′E	14km	Ｍ4.3	４
60	2016/04/16 04:24:26.1	熊本県阿蘇地方	32°58.8′N	131°04.4′E	12km	Ｍ4.6	４
61	2016/04/16 04:23:18.3	熊本県阿蘇地方	33°02.1′N	131°11.8′E	10km	Ｍ4.2	４
62	2016/04/16 04:18:15.0	熊本県阿蘇地方	33°01.1′N	131°08.3′E	10km	Ｍ4.2	４
63	2016/04/16 04:05:49.2	熊本県熊本地方	32°47.8′N	130°48.7′E	12km	Ｍ4.0	４
64	2016/04/16 03:55:53.0	熊本県阿蘇地方	33°01.5′N	131°11.4′E	11km	Ｍ5.8	６強
65	2016/04/16 03:26:52.2	熊本県阿蘇地方	32°57.1′N	131°04.6′E	10km	Ｍ4.0	４
66	2016/04/16 03:16:39.7	熊本県阿蘇地方	32°58.5′N	131°06.1′E	10km	Ｍ4.2	４
67	2016/04/16 03:14:13.2	熊本県阿蘇地方	32°58.6′N	131°03.6′E	11km	Ｍ3.6	４
68	2016/04/16 03:13:37.3	熊本県阿蘇地方	32°57.6′N	131°04.3′E	8km	Ｍ3.5	４
69	2016/04/16 03:10:19.2	熊本県阿蘇地方	32°57.7′N	131°05.7′E	9km	Ｍ4.1	４
70	2016/04/16 03:09:29.8	熊本県阿蘇地方	32°58.1′N	131°05.2′E	10km	Ｍ4.2	５弱
71	2016/04/16 03:03:10.7	熊本県阿蘇地方	32°57.8′N	131°05.2′E	7km	Ｍ5.9	５強
72	2016/04/16 02:57:16.9	熊本県阿蘇地方	32°57.1′N	131°04.5′E	10km	Ｍ3.3	４
73	2016/04/16 02:49:16.6	大分県中部	33°18.2′N	131°26.9′E	3km	Ｍ3.9	４
74	2016/04/16 02:27:02.3	大分県中部	33°15.2′N	131°22.9′E	7km	Ｍ3.7	４
75	2016/04/16 02:17:55.1	熊本県熊本地方	32°51.4′N	130°51.4′E	11km	Ｍ3.8	４
76	2016/04/16 02:06:22.8	大分県西部	33°06.5′N	131°11.9′E	4km	Ｍ3.6	４
77	2016/04/16 02:04:11.0	熊本県熊本地方	32°44.7′N	130°44.2′E	12km	Ｍ4.9	４
78	2016/04/16 01:56:14.3	熊本県熊本地方	32°47.5′N	130°47.9′E	12km	Ｍ4.6	４
79	2016/04/16 01:45:55.4	熊本県熊本地方	32°51.7′N	130°53.9′E	11km	Ｍ5.9	６弱
80	2016/04/16 01:44:07.4	熊本県熊本地方	32°45.1′N	130°45.6′E	15km	Ｍ5.4	５弱
81	2016/04/16 01:43:08.5	熊本県熊本地方	32°47.9′N	130°50.4′E	13km	Ｍ3.9	４
82	2016/04/16 01:39:43.3	熊本県阿蘇地方	32°57.4′N	131°06.7′E	8km	Ｍ4.0	４
83	2016/04/16 01:38:21.7	熊本県熊本地方	32°44.5′N	130°45.2′E	13km	Ｍ4.5	４
84	2016/04/16 01:36:49.9	熊本県熊本地方	32°40.2′N	130°43.1′E	13km	Ｍ4.1	４
85	2016/04/16 01:34:25.3	熊本県熊本地方	32°52.1′N	130°52.8′E	9km	Ｍ4.3	４
86	2016/04/16 01:33:20.9	熊本県熊本地方	32°49.7′N	130°49.3′E	12km	Ｍ4.6	４
87	2016/04/16 01:30:51.9	熊本県熊本地方	32°38.9′N	130°42.5′E	11km	Ｍ5.3	４
88	2016/04/16 01:30:07.5	熊本県熊本地方	32°50.6′N	130°48.2′E	13km	Ｍ4.4	４
89	2016/04/16 01:29:11.0	熊本県熊本地方	32°44.4′N	130°45.9′E	10km	Ｍ4.6	４
90	2016/04/16 01:27:59.9	熊本県熊本地方	32°40.4′N	130°43.1′E	13km	Ｍ4.4	４
91	2016/04/16 01:26:52.9	熊本県熊本地方	32°39.9′N	130°43.4′E	10km	Ｍ4.7	４
92	2016/04/16 01:25:05.4	熊本県熊本地方	32°45.2′N	130°45.7′E	12km	Ｍ7.3	７
1	2016/04/15 23:17:31.6	熊本県熊本地方	32°51.5′N	130°52.4′E	7km	Ｍ3.6	４
2	2016/04/15 20:15:13.5	熊本県熊本地方	32°41.8′N	130°44.5′E	12km	Ｍ3.8	４
3	2016/04/15 15:27:51.7	熊本県熊本地方	32°50.4′N	130°52.9′E	12km	Ｍ4.2	４
4	2016/04/15 07:46:52.0	熊本県熊本地方	32°43.8′N	130°47.8′E	11km	Ｍ4.4	４
5	2016/04/15 07:29:55.9	熊本県熊本地方	32°50.1′N	130°53.2′E	12km	Ｍ4.2	４
6	2016/04/15 05:10:36.8	熊本県熊本地方	32°45.7′N	130°48.7′E	10km	Ｍ4.6	４
7	2016/04/15 03:36:59.1	熊本県熊本地方	32°40.2′N	130°44.4′E	11km	Ｍ4.1	４
8	2016/04/15 01:53:01.4	熊本県熊本地方	32°42.0′N	130°45.1′E	12km	Ｍ4.8	５弱
9	2016/04/15 00:53:01.5	熊本県熊本地方	32°46.7′N	130°48.0′E	12km	Ｍ3.9	４
10	2016/04/15 00:50:31.4	熊本県熊本地方	32°44.2′N	130°45.5′E	13km	Ｍ4.2	４
11	2016/04/15 00:34:17.1	熊本県熊本地方	32°41.5′N	130°44.8′E	13km	Ｍ4.5	４
12	2016/04/15 00:06:21.3	熊本県熊本地方	32°41.7′N	130°45.1′E	11km	Ｍ5.0	５強
13	2016/04/15 00:03:46.4	熊本県熊本地方	32°42.0′N	130°46.6′E	7km	Ｍ6.4	６強
14	2016/04/14 23:43:41.1	熊本県熊本地方	32°46.0′N	130°49.6′E	14km	Ｍ5.1	５弱
15	2016/04/14 23:29:58.1	熊本県熊本地方	32°46.6′N	130°50.2′E	13km	Ｍ4.6	４
16	2016/04/14 23:28:13.6	熊本県熊本地方	32°47.3′N	130°51.1′E	13km	Ｍ4.4	４
17	2016/04/14 22:43:15.1	熊本県熊本地方	32°40.6′N	130°44.3′E	11km	Ｍ4.4	４
18	2016/04/14 22:38:43.5	熊本県熊本地方	32°40.6′N	130°44.1′E	11km	Ｍ5.0	５弱
19	2016/04/14 22:22:18.8	熊本県熊本地方	32°41.2′N	130°44.4′E	12km	Ｍ4.6	４
